Query,Description,Title,URL,Snippet,Total Judgement,Relevant,Irrelevant
Películas ambientadas en Escocia,Encontrar cualquier información sobre películas cuya trama se sitúe en Escocia.,6 películas famosas rodadas en Escocia y sus ...,https://bristolenos.com/2016/11/18/6-peliculas-famosas-rodadas-en-escocia-y-sus-localizaciones/,Escocia ha producido un gran número de éxitos en Hollywood. ... un monumento medieval muy famoso que en la película se recrea en un ambiente muy oscuro.,3,3,0
Películas ambientadas en Escocia,Encontrar cualquier información sobre películas cuya trama se sitúe en Escocia.,15 películas rodadas en Escocia que deberías ver | Lovely ...,https://lovelyscotland.com/peliculas-rodadas-en-escocia/,"Pilla sofá, manta y palomitas para esta recopilación de 15 de las mejores películas rodadas en Escocia. ¡Y no te pierdas ninguna!",3,3,0
Películas ambientadas en Escocia,Encontrar cualquier información sobre películas cuya trama se sitúe en Escocia.,Edimburgo en el cine: 14 películas rodadas en la ciudad,https://masedimburgo.com/2013/04/18/edimburgo-en-el-cine/,14 películas rodadas en Edimburgo. Aquí tienes algunas de las películas rodadas en Edimburgo en orden cronológico. Si quieres descubrir pelis rodadas en Escocia ...,3,0,3
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,Las 10 Mejores Peliculas De Keanu Reeves | Act 2017,https://www.youtube.com/watch?v=doQTMRAu-zQ,"Top 10 las mejores peliculas de Keanu Reeves, con sinopsis completas en español. Visita mi nuevo canal: https://goo.gl/X4mJbw El video te eseñará las ...",16,14,2
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,Las 10 Mejores Peliculas De Keanu Reeves - YouTube,https://www.youtube.com/watch?v=MPRbPibsjSk,Top 10 Las Mejores Peliculas De Keanu Reeves https://www.facebook.com/top10peliculas https://twitter.com/top10peliculas Ranking de peliclulas de Keanu ...,16,15,1
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,Lista: Películas de Keanu Reeves - listas.20minutos.es,https://listas.20minutos.es/lista/peliculas-de-keanu-reeves-432484/,"Keanu Reeves es uno de los más talentosos actores de los últimos tiempos, con una vida llena de desgracias ha llegado a hacer historia en el cine con ...",16,15,1
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,"Anexo:Filmografía de Keanu Reeves - Wikipedia, la ...",https://es.wikipedia.org/wiki/Anexo:Filmograf%C3%ADa_de_Keanu_Reeves,Este artículo es una lista de películas y series televisivas que han presentado Keanu Reeves,2,2,0
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,10 películas para disfrutar de Keanu Reeves en Netflix | De10,https://de10.com.mx/top-10/10-peliculas-para-disfrutar-de-keanu-reeves-en-netflix,"Últimamente vemos a Keanu Reeves hasta en la sopa y no, no es queja. Este carismático actor se convirtió en una leyenda gracias a la saga de Matrix ...",2,2,0
Películas con Keanu Reeves,Encontrar el título de películas protagonizadas por Keanu Reeves.,"Keanu Reeves - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Keanu_Reeves,"Entre la primera película de Matrix y sus secuelas, Reeves recibió críticas positivas por su interpretación de un marido abusivo en The Gift.",2,0,2
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,¿Cómo tratar los residuos industriales? - rdsanjuan.com,https://www.rdsanjuan.com/como-tratar-residuos-industriales/,Los residuos industriales requieren de tratamientos específicos para evitar que generen problemas de contaminación. Entra para ver cómo cómo se gestionan.,24,21,3
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,TRATAMIENTO DE RESIDUOS INDUSTRIALESRESIDUOS INDUSTRIALES,http://fundacion.usal.es/estrategia/images/stories/2009/noviembre/residuos_industriales.pdf,TRATAMIENTO DE RESIDUOS INDUSTRIALESRESIDUOS INDUSTRIALES Mª del Carmen Márquez Moreno Grupo de Investigación de Gestión Ambiental y Aprovechamiento de Recursosy ...,24,23,1
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,"Tratamiento de residuos industriales, cómo reducirlos",http://www.quimtiamedioambiente.com/blog/reducir-desechos-industriales/,"Tratar de reducir los desechos industriales puede ser una tarea difícil de lograr, por ello Quimtia Medio Ambiente te brinda algunos tips.",23,17,6
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,Tratamientos de residuos industriales - Enciclopedia ...,https://www.ambientum.com/enciclopedia_medioambiental/suelos/tratamientos_residuos_industriales.asp,"La neutralización y control de los residuos industriales aplica tecnologías convencionales de vertido, incineración y reutilización cuando la ...",10,10,0
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,Tratamiento de residuos industriales - pochteca.com.mx,https://www.pochteca.com.mx/residuos-industriales/,"Empresa de recolección, manejo y almacenamiento de residuos peligrosos, industriales, corrosivos o tóxicos en México. ¡Solicita una visita!",10,7,3
Tratamiento de residuos industriales,Encontrar documentos que describan métodos usados para tratar o almacenar residuos industriales.,Manejo de residuos industriales - Tratamiento y disposición,https://www.virtualpro.co/revista/manejo-de-residuos-industriales/14,"Documentos relacionados con almacenamiento, recolección de residuos Edicion: Manejo de residuos industriales - página 14",10,9,1
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,Qué es la energía atómica y los peligros de la ...,https://erenovable.com/energia-atomica/,"Tras haber hablado en otro artículo de lo que es la energía nuclear, queremos hablaros ahora de ella al hablar de la que es energía atómica, de sus",23,13,10
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,Energia atòmica - energia-nuclear.net,https://energia-nuclear.net/definiciones/energia-atomica.html,La energía atómica es la energía que mantiene unidos neutrones y protones de los núcleos de los átomos. Conocida cómo energía nuclear. Funcionamiento de una ...,23,16,7
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,"¿Qué es la energía atómica? Definición, concepto y significado",https://diccionarioactual.com/energia-atomica/,"¿Qué es la energía atómica? Definición, concepto y significado. Es la energía liberada de manera artificial o espontánea en una reacción nuclear. Esa ...",23,9,14
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,"Energía nuclear - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Energ%C3%ADa_nuclear,"La energía nuclear o atómica es la que se libera espontánea o artificialmente en las reacciones nucleares. Sin embargo, este término engloba otro significado que ...",9,1,8
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,Energía Atómica - Monografias.com,https://www.monografias.com/trabajos/eatomica/eatomica.shtml,¿Qué es la energía nuclear? Es aquella que se libera como resultado de cualquier reacción nuclear. Puede obtenerse bien por fisión o por fusión. En las ...,9,4,5
Energía atómica,Encontrar documentos a favor o en contra del empleo de la energía nuclear para fines pacíficos.,¿Qué es la Energía nuclear? Ventajas y Desventajas ...,https://erenovable.com/energia-nuclear/,"La energía nuclear o energía atómica es aquella energía que se obtiene a partir de reacciones nucleares, es decir a partir de reacciones de partículas y",9,8,1
Eclipse solar,Encontrar documentos que informen de eclipses totales o parciales de sol.,"Eclipse solar - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Eclipse_solar,"Un eclipse solar es el fenómeno que se produce cuando la Luna oculta al Sol, desde la vista de la Tierra. Esto solo puede pasar durante la luna nueva (Sol y Luna en ...",18,12,6
Eclipse solar,Encontrar documentos que informen de eclipses totales o parciales de sol.,Eclipse Solar - Información y Características - Geografía,https://www.geoenciclopedia.com/eclipse-solar/,"Todo sobre los eclipses de sol, majestuosos espectáculos naturales. Cómo se producen, principales tipos de eclipses solares, recomendaciones para observarlos, entre ...",18,15,3
Eclipse solar,Encontrar documentos que informen de eclipses totales o parciales de sol.,Cómo se produce un eclipse solar - Ocio unComo,https://ocio.uncomo.com/articulo/como-se-produce-un-eclipse-solar-10339.html,"Cómo se produce un eclipse solar. La alineación de la Tierra, el Sol y la Luna da lugar a los eclipses solares, tratándose así de uno de los fenómenos de la ...",18,12,6
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,Deporte Limpio: ¿Qué es el dopaje?,http://deportelimpio.com/informacion-b%C3%A1sica/qu%C3%A9-es-el-dopaje/,El dopaje es el uso intencionado o no intencionado por parte de un deportista de una sustancia o método prohibido por la Lista de Prohibiciones de la AMA.,14,7,7
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,Doping en el deporte - Monografias.com,https://www.monografias.com/trabajos4/doping/doping.shtml,¿Qúe es el Doping?. Su proyección en la sociedad actual. Clasificación general de las sustancias prohibidas. Estimulantes. Narcóticos analgésicos.,14,6,8
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,El Dopaje Deportivo Doping en el Deporte Drogas en la ...,https://historiaybiografias.com/dopaje/,"EL DOPAJE DEPORTIVO: Por dopaje se entiende el uso de sustancias o métodos que para mejorar artificialmente la condición física o mental de los atletas tanto, su ...",15,11,4
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,¿Qué es el dopaje? | Organización de las Naciones Unidas ...,http://www.unesco.org/new/es/social-and-human-sciences/themes/anti-doping/youth-space/what-is-doping/,"A medida que continúes practicando deporte, te encontrarás con el dopaje cada vez con más frecuencia: puede que te hagan controles para detectar drogas, ...",2,1,1
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,El dopaje en el deporte | La Huella Digital,http://www.lahuelladigital.com/el-dopaje-en-el-deporte/,"Sabemos que el dopaje ha existido siempre y existirá en el mundo del deporte. Esto comenzó en las décadas de los 70 y 80, pero hoy en día se están multiplicando",2,2,0
El dopaje en el deporte,¿En qué deportes se utilizan fármacos ilegales?,Dopaje en el deporte | En Profundidad | teleSUR,https://www.telesurtv.net/telesuragenda/Dopaje-en-el-deporte-20160307-0067.html,El dopaje en los deportes modernos fue divulgado fiablemente desde la segunda mitad del siglo XX.,2,1,1
Clonación humana,Buscamos cualquier información sobre clonación humana incluyendo reivindicaciones de haber producido el primer clon humano.,"Clonación humana - Wikipedia, la enciclopedia libre",https://es.wikipedia.org/wiki/Clonaci%C3%B3n_humana,La clonación humana es la creación de una copia genética idéntica de una persona. El término se utiliza generalmente para referirse a la clonación humana ...,18,14,4
Clonación humana,Buscamos cualquier información sobre clonación humana incluyendo reivindicaciones de haber producido el primer clon humano.,"Clonación humana: definición, tipos, mitos y posturas",https://tecnovortex.com/clonacion-humana-definicion-tipos-mitos-posturas/,"Qué es la clonación humana, sus tipos. Los mitos más populares. Posturas a favor y en contra.",18,14,4
Clonación humana,Buscamos cualquier información sobre clonación humana incluyendo reivindicaciones de haber producido el primer clon humano.,"Clonación humana: métodos, etapas, ventajas, desventajas ...",https://www.lifeder.com/clonacion-humana/,La clonación humana hace referencia a la producción de copias idénticas de un individuo. El término deriva de las raíces griegas de la “replicación asexual de ...,17,11,6
Clonación humana,Buscamos cualquier información sobre clonación humana incluyendo reivindicaciones de haber producido el primer clon humano.,Clonación humana - EcuRed,https://www.ecured.cu/Clonaci%C3%B3n_humana,Etimología. La palabra clonación significa división o aislamiento. Existen básicamente dos posibilidades de clonación. La primera que después del proceso de ...,2,2,0
Clonación humana,Buscamos cualquier información sobre clonación humana incluyendo reivindicaciones de haber producido el primer clon humano.,clonacion humana: ensayo clonacion humana,https://clonacionhuman.blogspot.com/2012/10/ensayo-clonacion-humana.html,La clonación humana esta cerca de darse por lo que tratare de dar a conocer mi postura; la cuál es a favor de la clonación y trataré de convencer a los lectores ...,2,2,0
